Serving HTTP on 127.0.0.1 port 8099 (http://127.0.0.1:8099/) ...
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /data/words.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /css/kitten.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/speech.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/dictionary.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/letters.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /css/styles.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/sound.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/confetti.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/grid.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/kitten.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/dragdrop.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:43:27] "GET /data/definitions.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /css/styles.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /css/kitten.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /data/words.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/speech.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/letters.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/sound.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/dictionary.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/confetti.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/grid.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/dragdrop.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/kitten.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /js/game.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:32] "GET /data/definitions.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /missing.html HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /css/styles.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /css/kitten.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/letters.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /css/missing.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /data/words.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/dictionary.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/speech.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/sound.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/confetti.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/dragdrop.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/kitten.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/logbook.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/balloon.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/reward.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/puzzle.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /js/missing.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:41] "GET /data/definitions.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /missing.html HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /css/styles.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /css/kitten.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /css/missing.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /data/words.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/letters.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/dictionary.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/speech.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/dragdrop.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/sound.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/confetti.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/kitten.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/logbook.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/balloon.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/missing.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/reward.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /js/puzzle.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Sep/2026 07:44:42] "GET /data/definitions.js HTTP/1.1" 200 -
